Name;Episode;Step;Drag;RecircArea;lift
Simu_lift;0;6800;0.011747482;-0.15798104;0.0235275
Simu_lift;0;6900;0.011797328;-0.1603517;0.050146565
Simu_lift;0;7000;0.011088829;-0.16058545;0.0353566
Simu_lift;0;7100;0.011263674;-0.15816106;-0.008631634
Simu_lift;0;7200;0.011537815;-0.15969363;-0.04527311
Simu_lift;0;7300;0.010810385;-0.16129299;-0.042928226
Simu_lift;0;7400;0.011284351;-0.15884876;-0.0039666104
Simu_lift;0;7500;0.011634312;-0.15899123;0.039497726
Simu_lift;0;7600;0.0111620445;-0.16150811;0.050657865
Simu_lift;0;7700;0.010913833;-0.15979178;0.020118902
Simu_lift;0;7800;0.0115435375;-0.15845369;-0.026966877
Simu_lift;0;7900;0.010868728;-0.16115266;-0.05080759
Simu_lift;0;8000;0.010806296;-0.1608068;-0.031145588
Simu_lift;0;8100;0.011702332;-0.15844135;0.015214367
Simu_lift;0;8200;0.011725088;-0.16040269;0.049929332
Simu_lift;0;8300;0.010785592;-0.16158447;0.043428317
Simu_lift;0;8400;0.011206237;-0.15885697;0.0013632827
Simu_lift;0;8500;0.011008359;-0.15948713;-0.04156933
Simu_lift;0;8600;0.010654841;-0.16186228;-0.048605926
Simu_lift;0;8700;0.011042291;-0.15973468;-0.014358518
Simu_lift;0;8800;0.011322747;-0.15881288;0.032755397
Simu_lift;0;8900;0.011257694;-0.16159207;0.05326583
Simu_lift;0;9000;0.010222906;-0.16073231;0.029897628
Simu_lift;0;9100;0.011173604;-0.15850312;-0.017877875
Simu_lift;0;9200;0.0109072225;-0.16083455;-0.050138857
Simu_lift;0;9300;0.0104751075;-0.16156691;-0.039318107
Simu_lift;0;9400;0.01169344;-0.15882196;0.0048333555
Simu_lift;0;9500;0.011677561;-0.1598941;0.04595662
Simu_lift;0;9600;0.01063942;-0.16199087;0.049197823
Simu_lift;0;9700;0.01086687;-0.15953414;0.012140688
Simu_lift;0;9800;0.011401465;-0.15902552;-0.034690313
Simu_lift;0;9900;0.010292727;-0.16182792;-0.05150428
Simu_lift;1;0;0.010847657;-0.16052572;-0.024447417
Simu_lift;1;100;0.011684032;-0.15862836;0.02367281
Simu_lift;1;200;0.011286673;-0.16117032;0.052895077
Simu_lift;1;300;0.0107727945;-0.16144009;0.038457826
Simu_lift;1;400;0.010988645;-0.1586911;-0.007351684
Simu_lift;1;500;0.01092253;-0.16019936;-0.046587195
Simu_lift;1;600;0.01067883;-0.16197225;-0.045641173
Simu_lift;1;700;0.01115341;-0.15934622;-0.006067362
Simu_lift;1;800;0.0111814635;-0.15930088;0.039482873
Simu_lift;1;900;0.010975629;-0.16198064;0.052652564
Simu_lift;1;1000;0.010493702;-0.16026844;0.022574645
Simu_lift;1;1100;0.01136396;-0.15867688;-0.025855243
Simu_lift;1;1200;0.010946407;-0.16142073;-0.051872548
Simu_lift;1;1300;0.010401614;-0.16122545;-0.033492144
Simu_lift;1;1400;0.011676131;-0.15866457;0.01335153
Simu_lift;1;1500;0.0117776655;-0.1605168;0.050005566
Simu_lift;1;1600;0.010754223;-0.16190313;0.04536333
Simu_lift;1;1700;0.010864487;-0.15911268;0.0036607732
Simu_lift;1;1800;0.010806107;-0.1595203;-0.04072755
Simu_lift;1;1900;0.010676065;-0.16204652;-0.049898945
Simu_lift;1;2000;0.010741509;-0.16000943;-0.016728908
Simu_lift;1;2100;0.011374403;-0.15884538;0.031165943
Simu_lift;1;2200;0.011122072;-0.16164343;0.053773902
Simu_lift;1;2300;0.010473825;-0.16099094;0.032076277
Simu_lift;1;2400;0.010972467;-0.15858355;-0.015748704
Simu_lift;1;2500;0.011433379;-0.1607878;-0.04983688
Simu_lift;1;2600;0.010209613;-0.16175659;-0.041065335
Simu_lift;1;2700;0.01168544;-0.15896754;0.0024485788
Simu_lift;1;2800;0.011341027;-0.1598111;0.04488036
Simu_lift;1;2900;0.011002937;-0.16207868;0.050332688
Simu_lift;1;3000;0.010887473;-0.15972991;0.014553689
Simu_lift;1;3100;0.011741378;-0.15896417;-0.032963403
Simu_lift;1;3200;0.0106238555;-0.16180718;-0.05193514
Simu_lift;1;3300;0.010576491;-0.16072336;-0.026635015
Simu_lift;1;3400;0.0116391275;-0.15863647;0.021493485
Simu_lift;1;3500;0.0115003055;-0.16106781;0.05255725
Simu_lift;1;3600;0.011079418;-0.16159344;0.040226858
Simu_lift;1;3700;0.010945347;-0.15878186;-0.0049126125
Simu_lift;1;3800;0.011013397;-0.1600644;-0.045526866
Simu_lift;1;3900;0.0105544105;-0.16203931;-0.046844445
Simu_lift;2;0;0.011146277;-0.15949897;-0.008512676
Simu_lift;2;100;0.011179639;-0.15919474;0.03779354
Simu_lift;2;200;0.011096124;-0.16194785;0.0531523
Simu_lift;2;300;0.0104893735;-0.16044882;0.024814218
Simu_lift;2;400;0.011522195;-0.15864176;-0.02371948
Simu_lift;2;500;0.010879886;-0.16130638;-0.05169429
Simu_lift;2;600;0.010546293;-0.16137211;-0.03540552
Simu_lift;2;700;0.011677851;-0.15871407;0.010878953
Simu_lift;2;800;0.011722731;-0.16036329;0.049000517
Simu_lift;2;900;0.010711024;-0.16197953;0.046611443
Simu_lift;2;1000;0.010891143;-0.15924735;0.0060627633
Simu_lift;2;1100;0.010986499;-0.15938999;-0.0392395
Simu_lift;2;1200;0.010813348;-0.16202722;-0.050669122
Simu_lift;2;1300;0.010770612;-0.16017172;-0.01915064
Simu_lift;2;1400;0.011706156;-0.15877378;0.02898502
Simu_lift;2;1500;0.011022844;-0.16153605;0.053597245
Simu_lift;2;1600;0.010684728;-0.16115172;0.03391456
Simu_lift;2;1700;0.010769524;-0.15861477;-0.013511812
Simu_lift;2;1800;0.011699321;-0.1606398;-0.049224444
Simu_lift;2;1900;0.010483178;-0.16184886;-0.042691194
Simu_lift;2;2000;0.0117859505;-0.15906698;-0.0001866652
Simu_lift;2;2100;0.011264042;-0.15965876;0.04328795
Simu_lift;2;2200;0.010820201;-0.1620841;0.05098662
Simu_lift;2;2300;0.010863667;-0.15990028;0.016725801
Simu_lift;2;2400;0.011707759;-0.15888414;-0.031226914
Simu_lift;2;2500;0.010873565;-0.1617267;-0.052293874
Simu_lift;2;2600;0.010588181;-0.160879;-0.028915416
Simu_lift;2;2700;0.011726318;-0.15862353;0.018978283
Simu_lift;2;2800;0.01146866;-0.16091892;0.05175203
Simu_lift;2;2900;0.010915384;-0.16171524;0.041581094
Simu_lift;2;3000;0.011153138;-0.15888256;-0.0027286117
Simu_lift;2;3100;0.011014728;-0.15992415;-0.044562686
Simu_lift;2;3200;0.010532779;-0.16207185;-0.048128262
Simu_lift;2;3300;0.011245735;-0.1596365;-0.011170408
Simu_lift;2;3400;0.011126327;-0.15907633;0.03572544
Simu_lift;2;3500;0.0112635195;-0.16188692;0.053203043
Simu_lift;2;3600;0.010404691;-0.16062838;0.026657052
Simu_lift;2;3700;0.011193721;-0.15863027;-0.02183687
Simu_lift;2;3800;0.010759268;-0.16118841;-0.05162542
Simu_lift;2;3900;0.010417616;-0.1615003;-0.03741038
Simu_lift;3;0;0.011537648;-0.15876512;0.008220037
Simu_lift;3;100;0.011658039;-0.16020457;0.047687043
Simu_lift;3;200;0.010652708;-0.1620427;0.047499128
Simu_lift;3;300;0.010870689;-0.1593976;0.0081605995
Simu_lift;3;400;0.011114242;-0.15928301;-0.037905622
Simu_lift;3;500;0.010813348;-0.16200094;-0.051466435
Simu_lift;3;600;0.010883146;-0.16032968;-0.021583868
Simu_lift;3;700;0.011675624;-0.15871517;0.026703065
Simu_lift;3;800;0.011123218;-0.1614249;0.053199306
Simu_lift;3;900;0.010830548;-0.16130865;0.035492714
Simu_lift;3;1000;0.010980167;-0.15866928;-0.011452346
Simu_lift;3;1100;0.011690587;-0.16050562;-0.048638962
Simu_lift;3;1200;0.010681007;-0.16193372;-0.04423453
Simu_lift;3;1300;0.011637041;-0.15917648;-0.002739409
Simu_lift;3;1400;0.011204117;-0.15952381;0.04166316
Simu_lift;3;1500;0.010882686;-0.162083;0.051496763
Simu_lift;3;1600;0.010648092;-0.16007605;0.018744472
Simu_lift;3;1700;0.011344896;-0.1588273;-0.029528275
Simu_lift;3;1800;0.010969766;-0.16164957;-0.052547377
Simu_lift;3;1900;0.010594638;-0.16103464;-0.031003246
Simu_lift;3;2000;0.011707068;-0.15863416;0.0166284
Simu_lift;3;2100;0.011521203;-0.1607835;0.050968207
Simu_lift;3;2200;0.010979732;-0.16182937;0.042873573
Simu_lift;3;2300;0.011374403;-0.1589966;-0.00056877494
Simu_lift;3;2400;0.011038413;-0.1597995;-0.043498144
Simu_lift;3;2500;0.010901477;-0.16210334;-0.04917634
Simu_lift;3;2600;0.010962905;-0.1597874;-0.013532198
Simu_lift;3;2700;0.011309586;-0.15898925;0.03387656
Simu_lift;3;2800;0.011068596;-0.16182987;0.053327713
Simu_lift;3;2900;0.010404691;-0.16080557;0.028520001
Simu_lift;3;3000;0.011121064;-0.15863627;-0.01985993
Simu_lift;3;3100;0.010854246;-0.16107728;-0.051355455
Simu_lift;3;3200;0.0104904175;-0.16163158;-0.039100394
Simu_lift;3;3300;0.011642957;-0.15884243;0.005894882
Simu_lift;3;3400;0.011579739;-0.16007328;0.04656471
Simu_lift;3;3500;0.010720251;-0.16210261;0.048464794
Simu_lift;3;3600;0.010864042;-0.15955651;0.010317721
Simu_lift;3;3700;0.011424119;-0.1591928;-0.036437497
Simu_lift;3;3800;0.010515911;-0.1619769;-0.052028663
Simu_lift;3;3900;0.010850963;-0.1604982;-0.023717422
Simu_lift;4;0;0.0117025;-0.15868777;0.024671396
Simu_lift;4;100;0.011272581;-0.16132717;0.05290281
Simu_lift;4;200;0.010666965;-0.1614624;0.0371004
Simu_lift;4;300;0.011030972;-0.15873976;-0.009334764
Simu_lift;4;400;0.011379382;-0.1603828;-0.047905296
Simu_lift;4;500;0.010698867;-0.16201949;-0.045528382
Simu_lift;4;600;0.011161628;-0.15930538;-0.0050286725
Simu_lift;4;700;0.011204117;-0.15941697;0.040199805
Simu_lift;4;800;0.011169131;-0.16208267;0.05205298
Simu_lift;4;900;0.010647457;-0.16025263;0.020773193
Simu_lift;4;1000;0.011406478;-0.15878718;-0.027748622
Simu_lift;4;1100;0.010891381;-0.16157576;-0.052604113
Simu_lift;4;1200;0.010435544;-0.16119336;-0.032830488
Simu_lift;4;1300;0.011665272;-0.1586701;0.014489676
Simu_lift;4;1400;0.011737659;-0.16066442;0.050270382
Simu_lift;4;1500;0.010742641;-0.16193557;0.04416077
Simu_lift;4;1600;0.010947674;-0.159115;0.00159105
Simu_lift;4;1700;0.0109500075;-0.15968785;-0.042310767
Simu_lift;4;1800;0.010661852;-0.16213003;-0.049983826
Simu_lift;4;1900;0.010761448;-0.15994704;-0.01564529
Simu_lift;4;2000;0.011274361;-0.15892653;0.032172706
Simu_lift;4;2100;0.011109128;-0.1617744;0.05346771
Simu_lift;4;2200;0.010243629;-0.16097037;0.030331569
Simu_lift;4;2300;0.010945946;-0.1586505;-0.01787636
Simu_lift;4;2400;0.011221615;-0.16097084;-0.05090267
Simu_lift;4;2500;0.010500681;-0.16175398;-0.0405215
Simu_lift;4;2600;0.011708093;-0.15893489;0.0037791103
Simu_lift;4;2700;0.011247367;-0.15995821;0.045524996
Simu_lift;4;2800;0.010662073;-0.16215004;0.049376115
Simu_lift;4;2900;0.010886504;-0.15970217;0.012394249
Simu_lift;4;3000;0.0114435125;-0.15911308;-0.034902547
Simu_lift;4;3100;0.010315379;-0.1619459;-0.052325737
Simu_lift;4;3200;0.01084535;-0.16066155;-0.025538363
Simu_lift;4;3300;0.011650794;-0.15868105;0.022840029
Simu_lift;4;3400;0.0113172885;-0.16123474;0.052645855
Simu_lift;4;3500;0.010795447;-0.16159335;0.038607217
Simu_lift;4;3600;0.010973172;-0.15880427;-0.007291818
Simu_lift;4;3700;0.010914974;-0.16026914;-0.047017455
Simu_lift;4;3800;0.01036125;-0.16208929;-0.04650241
Simu_lift;4;3900;0.011173654;-0.15943654;-0.00700557
Simu_lift;5;0;0.011204117;-0.1593299;0.038891282
Simu_lift;5;100;0.010998283;-0.16207282;0.052547596
Simu_lift;5;200;0.010516355;-0.16040528;0.022631837
Simu_lift;5;300;0.011386613;-0.15875457;-0.02602575
Simu_lift;5;400;0.010919891;-0.16150221;-0.052461173
Simu_lift;5;500;0.010424267;-0.16133389;-0.034315262
Simu_lift;5;600;0.011698783;-0.15871787;0.012642685
Simu_lift;5;700;0.011761541;-0.1605592;0.049658224
Simu_lift;5;800;0.010763839;-0.16201946;0.04531228
Simu_lift;5;900;0.0108871395;-0.15922113;0.0035738465
Simu_lift;5;1000;0.010801383;-0.15958947;-0.041110836
Simu_lift;5;1100;0.010698719;-0.16214317;-0.050542217
Simu_lift;5;1200;0.010667761;-0.1600939;-0.017410694
Simu_lift;5;1300;0.011661306;-0.15888269;0.030704001
Simu_lift;5;1400;0.011003569;-0.16171709;0.053595554
Simu_lift;5;1500;0.010467087;-0.16110922;0.031966988
Simu_lift;5;1600;0.010753105;-0.15866795;-0.016020745
Simu_lift;5;1700;0.011411811;-0.16086885;-0.050363667
Simu_lift;5;1800;0.010232265;-0.1618536;-0.04166178
Simu_lift;5;1900;0.0117248045;-0.15902594;0.0019766577
Simu_lift;5;2000;0.0113636805;-0.15985908;0.044620126
Simu_lift;5;2100;0.011027192;-0.16217822;0.050201103
Simu_lift;5;2200;0.010910125;-0.15983269;0.014310326
Simu_lift;5;2300;0.011738844;-0.15904278;-0.03341295
Simu_lift;5;2400;0.010646509;-0.1619032;-0.052481756
Simu_lift;5;2500;0.010574184;-0.16080363;-0.027087286
Simu_lift;5;2600;0.01179644;-0.1586834;0.021243252
Simu_lift;5;2700;0.01140253;-0.16114245;0.052419543
Simu_lift;5;2800;0.01079049;-0.16169927;0.040016793
Simu_lift;5;2900;0.010968;-0.15886824;-0.0053253435
Simu_lift;5;3000;0.01103605;-0.16015488;-0.046090867
Simu_lift;5;3100;0.01046309;-0.16213632;-0.04730196
Simu_lift;5;3200;0.01116893;-0.15955788;-0.008751295
Simu_lift;5;3300;0.011106039;-0.15925255;0.03771754
Simu_lift;5;3400;0.011096124;-0.16204458;0.05303938
Simu_lift;5;3500;0.0104893735;-0.16054228;0.024464268
Simu_lift;5;3600;0.011279416;-0.1587241;-0.024262145
Simu_lift;5;3700;0.0108662825;-0.16141084;-0.052212864
Simu_lift;5;3800;0.01053807;-0.16145307;-0.035645254
Simu_lift;5;3900;0.011677851;-0.15876627;0.01091871
Simu_lift;6;0;0.011665354;-0.16044845;0.049058896
Simu_lift;6;100;0.010689924;-0.16207924;0.04645261
Simu_lift;6;200;0.0108837;-0.15932463;0.0055981777
Simu_lift;6;300;0.010916388;-0.15948373;-0.03981221
Simu_lift;6;400;0.010786861;-0.16213174;-0.05099685
Simu_lift;6;500;0.010750508;-0.16023067;-0.019108502
Simu_lift;6;600;0.011706156;-0.15883923;0.029228397
Simu_lift;6;700;0.011022844;-0.16164026;0.05366924
Simu_lift;6;800;0.010684911;-0.16123451;0.033606514
Simu_lift;6;900;0.01076199;-0.15868792;-0.014078663
Simu_lift;6;1000;0.011693236;-0.16074929;-0.049725305
Simu_lift;6;1100;0.010479975;-0.16193415;-0.04275417
Simu_lift;6;1200;0.0117859505;-0.15911528;0.00013984338
Simu_lift;6;1300;0.011264042;-0.15975152;0.04361444
Simu_lift;6;1400;0.010825377;-0.1621855;0.050954275
Simu_lift;6;1500;0.010985674;-0.15996294;0.01625242
Simu_lift;6;1600;0.011700227;-0.15897083;-0.031827237
Simu_lift;6;1700;0.01073241;-0.16183946;-0.0525743
Simu_lift;6;1800;0.010563222;-0.16093615;-0.028663063
Simu_lift;6;1900;0.011723564;-0.15868454;0.019525982
Simu_lift;6;2000;0.011515952;-0.16103375;0.052045107
Simu_lift;6;2100;0.010913042;-0.16179307;0.041356575
Simu_lift;6;2200;0.011156643;-0.15893866;-0.0033264996
Simu_lift;6;2300;0.011009852;-0.16003253;-0.045089856
Simu_lift;6;2400;0.010569256;-0.16216588;-0.048091654
Simu_lift;6;2500;0.01123941;-0.15967609;-0.010595075
Simu_lift;6;2600;0.011126327;-0.15916936;0.036365386
Simu_lift;6;2700;0.011274319;-0.16199942;0.05336036
Simu_lift;6;2800;0.010343648;-0.16067775;0.02621831
Simu_lift;6;2900;0.011193721;-0.15870084;-0.022480717
Simu_lift;6;3000;0.010750995;-0.16130832;-0.05192754
Simu_lift;6;3100;0.010426175;-0.1615607;-0.03700765
Simu_lift;6;3200;0.011540527;-0.15881334;0.009061725
Simu_lift;6;3300;0.011601325;-0.16032887;0.04826565
Simu_lift;6;3400;0.010811752;-0.16212651;0.04742073
Simu_lift;6;3500;0.010873293;-0.1594337;0.0075421105
Simu_lift;6;3600;0.011114242;-0.15938254;-0.03850236
Simu_lift;6;3700;0.010813348;-0.16210742;-0.05143024
Simu_lift;6;3800;0.0108070895;-0.16036053;-0.020842211
Simu_lift;6;3900;0.011675624;-0.1587962;0.027630242
Simu_lift;7;0;0.011119713;-0.16155317;0.053567156
Simu_lift;7;100;0.010830548;-0.16135232;0.03510253
Simu_lift;7;200;0.010953398;-0.15871717;-0.01219503
Simu_lift;7;300;0.011551113;-0.16062844;-0.04906319
Simu_lift;7;400;0.0103630815;-0.16200136;-0.043819197
Simu_lift;7;500;0.011686598;-0.15920314;-0.0017332322
Simu_lift;7;600;0.0112798195;-0.15964386;0.042486094
Simu_lift;7;700;0.010820201;-0.16218121;0.051536936
Simu_lift;7;800;0.01085159;-0.1600931;0.018056877
Simu_lift;7;900;0.011391215;-0.15890989;-0.030291157
Simu_lift;7;1000;0.010965838;-0.16176933;-0.052642453
Simu_lift;7;1100;0.010564681;-0.16106033;-0.030214835
Simu_lift;7;1200;0.011703912;-0.15869029;0.017762134
Simu_lift;7;1300;0.011472472;-0.1609229;0.051541526
Simu_lift;7;1400;0.010915384;-0.16187882;0.04252824
Simu_lift;7;1500;0.011153138;-0.15901788;-0.0014611987
Simu_lift;7;1600;0.011030263;-0.15991999;-0.044122156
Simu_lift;7;1700;0.0104664;-0.16218744;-0.048851438
Simu_lift;7;1800;0.0111826295;-0.15979464;-0.01242052
Simu_lift;7;1900;0.011284979;-0.15909413;0.034956828
Simu_lift;7;2000;0.011099093;-0.16195066;0.05354258
Simu_lift;7;2100;0.010404691;-0.16081242;0.027801342
Simu_lift;7;2200;0.01115385;-0.15869355;-0.020823156
Simu_lift;7;2300;0.010759268;-0.1612116;-0.051657513
Simu_lift;7;2400;0.010563944;-0.16166379;-0.038333703
Simu_lift;7;2500;0.011607642;-0.15886949;0.007213126
Simu_lift;7;2600;0.011372802;-0.16021702;0.047406387
Simu_lift;7;2700;0.010388097;-0.16217151;0.0482374
Simu_lift;7;2800;0.010864042;-0.1595515;0.009308426
Simu_lift;7;2900;0.0112322625;-0.15930066;-0.037297364
Simu_lift;7;3000;0.010672112;-0.16208495;-0.051868983
Simu_lift;7;3100;0.0108581865;-0.16049318;-0.02254773
Simu_lift;7;3200;0.011763528;-0.15876663;0.026012264
Simu_lift;7;3300;0.010681375;-0.16147164;0.053360898
Simu_lift;7;3400;0.010648593;-0.1614725;0.03641325
Simu_lift;7;3500;0.01096212;-0.1587646;-0.010499198
Simu_lift;7;3600;0.011553246;-0.16052583;-0.048479583
Simu_lift;7;3700;0.010261516;-0.16207033;-0.044875804
Simu_lift;7;3800;0.011165806;-0.15930164;-0.0035780394
Simu_lift;7;3900;0.011204117;-0.15955158;0.041333504
Simu_lift;8;0;0.010882686;-0.16218159;0.051997676
Simu_lift;8;100;0.010645929;-0.16023082;0.019678947
Simu_lift;8;200;0.011443295;-0.15887168;-0.02889716
Simu_lift;8;300;0.010969766;-0.16171026;-0.05273813
Simu_lift;8;400;0.010435544;-0.16118631;-0.03172261
Simu_lift;8;500;0.011662922;-0.15871073;0.016034182
Simu_lift;8;600;0.011529712;-0.16082351;0.051003914
Simu_lift;8;700;0.010776448;-0.16196309;0.043580458
Simu_lift;8;800;0.011200202;-0.15910618;0.00026655494
Simu_lift;8;900;0.010999013;-0.1598239;-0.04321022
Simu_lift;8;1000;0.010541054;-0.16220543;-0.049577665
Simu_lift;8;1100;0.01095826;-0.15991338;-0.014189389
Simu_lift;8;1200;0.011309586;-0.15903;0.033557776
Simu_lift;8;1300;0.011119966;-0.1618971;0.05366634
Simu_lift;8;1400;0.010404691;-0.16093671;0.029295923
Simu_lift;8;1500;0.010913204;-0.15869221;-0.01920904
Simu_lift;8;1600;0.010854246;-0.16111073;-0.051347688
Simu_lift;8;1700;0.0104904175;-0.16174905;-0.03959832
Simu_lift;8;1800;0.011642957;-0.15892458;0.0053829057
Simu_lift;8;1900;0.01119615;-0.16010012;0.046504956
Simu_lift;8;2000;0.010720251;-0.1621913;0.04900417
Simu_lift;8;2100;0.010858841;-0.15965508;0.011079238
Simu_lift;8;2200;0.011424119;-0.15921089;-0.036007535
Simu_lift;8;2300;0.010300525;-0.16203228;-0.052205294
Simu_lift;8;2400;0.0108683705;-0.16060342;-0.024227658
Simu_lift;8;2500;0.0117025;-0.1587289;0.024331639
Simu_lift;8;2600;0.011312069;-0.16135791;0.05308334
Simu_lift;8;2700;0.010666965;-0.16155544;0.037751023
Simu_lift;8;2800;0.011030972;-0.15879354;-0.008649522
Simu_lift;8;2900;0.011196965;-0.16038749;-0.04770447
Simu_lift;8;3000;0.010369897;-0.16209154;-0.045849565
Simu_lift;8;3100;0.011176063;-0.15937904;-0.0055095176
Simu_lift;8;3200;0.011204117;-0.15942861;0.04002028
Simu_lift;8;3300;0.010994992;-0.16212405;0.052419975
Simu_lift;8;3400;0.010304289;-0.16033167;0.021470007
Simu_lift;8;3500;0.011386613;-0.1587994;-0.027199656
Simu_lift;8;3600;0.010888111;-0.16158527;-0.05261668
Simu_lift;8;3700;0.010435544;-0.16126652;-0.033270583
Simu_lift;8;3800;0.011653208;-0.1587054;0.014062146
Simu_lift;8;3900;0.011613221;-0.16066101;0.050251506
Simu_lift;9;0;0.01073875;-0.16198708;0.04468258
Simu_lift;9;100;0.010941691;-0.15916519;0.0023142619
Simu_lift;9;200;0.010782037;-0.159669;-0.04192914
Simu_lift;9;300;0.010614165;-0.16215433;-0.05017413
Simu_lift;9;400;0.010781295;-0.16000748;-0.01614633
Simu_lift;9;500;0.011274361;-0.1589269;0.031850796
Simu_lift;9;600;0.011144725;-0.16177095;0.05368594
Simu_lift;9;700;0.010231345;-0.16102427;0.031045837
Simu_lift;9;800;0.010945946;-0.15865786;-0.01711463
Simu_lift;9;900;0.011196485;-0.16093676;-0.050664958
Simu_lift;9;1000;0.010493341;-0.16179352;-0.040842257
Simu_lift;9;1100;0.011708093;-0.1589695;0.0032919487
Simu_lift;9;1200;0.011257426;-0.1599304;0.045371164
Simu_lift;9;1300;0.01060098;-0.16215713;0.049864423
Simu_lift;9;1400;0.010912325;-0.15974224;0.013294603
Simu_lift;9;1500;0.011713946;-0.15907452;-0.034178328
Simu_lift;9;1600;0.010244232;-0.16191947;-0.05225908
Simu_lift;9;1700;0.010836476;-0.16070813;-0.025983974
Simu_lift;9;1800;0.011661781;-0.15867977;0.022408303
Simu_lift;9;1900;0.011509225;-0.16119233;0.05273738
Simu_lift;9;2000;0.01079049;-0.1616153;0.03938725
Simu_lift;9;2100;0.010973172;-0.15880997;-0.0062441994
